1st Travel Date,Airline,Booking Source,Passenger Last Name First Initial,Days in Advance (buckets),Purchased Date (week),Ticket Price - Total Paid,[Ticket Price] = [Total Paid],Is Less Than Days in Advance Threshold?,Days in Advance,Itinerary Source,Passenger Name,Purchased Date,Record Locator,Rule Class,Ticket Number,Ticket Price,Total Paid,Travel Configuration
9/29/2013,American Airlines,Sabre,CoplanC,2.1-4 wks,9/8/2013,0,TRUE,FALSE,16,Concur Travel,"Coplan, Chong",9/13/2013,OCVPBI,Default Travel Class,17305895809,806,806,OA Consulting
11/11/2013,American Airlines,Sabre,CoplanC,< Threshold,10/27/2013,0,TRUE,TRUE,12,Concur Travel,"Coplan, Chong",10/30/2013,WSHJVL,Default Travel Class,17316169647,809,809,OA Consulting
1/8/2013,United,Sabre,ShortI,< Threshold,1/6/2013,248.6,FALSE,TRUE,12,Concur Travel,"Short, Ivan",1/8/2013,PZPASW,Default Travel Class,1.67E+11,399,150,OA Consulting
10/27/2013,Air Canada,Sabre,PottsA,2.1-4 wks,9/29/2013,0,TRUE,FALSE,25,Concur Travel,"Potts, Armani",10/2/2013,HEPFBL,Default Travel Class,1.47E+11,735,735,OA Consulting
1/30/2013,United,Sabre,FriedmanK,< Threshold,1/13/2013,0,TRUE,TRUE,12,Concur Travel,"Friedman, Kinley",1/18/2013,BUEDGN,Default Travel Class,1.67E+11,189,189,OA Consulting
2/24/2013,United,Sabre,EstesT,< Threshold,2/10/2013,0,TRUE,TRUE,10,Concur Travel,"Estes, Tyson",2/14/2013,ZBHPAX,,1.67E+11,496,496,OA Consulting
2/24/2013,United,Sabre,EstesT,< Threshold,2/10/2013,0,TRUE,TRUE,10,Concur Travel,"Estes, Tyson",2/14/2013,ZBHPAX,,1.67E+11,496,496,OA Consulting
3/3/2013,United,Sabre,EstesT,2.1-4 wks,2/10/2013,0,TRUE,FALSE,17,Concur Travel,"Estes, Tyson",2/14/2013,PKHOAX,,1.67E+11,324,324,OA Consulting
3/3/2013,United,Sabre,EstesT,2.1-4 wks,2/10/2013,0,TRUE,FALSE,17,Concur Travel,"Estes, Tyson",2/14/2013,PKHOAX,,1.67E+11,324,324,OA Consulting
3/25/2013,United,Sabre,PalmerN,< Threshold,3/10/2013,0,TRUE,TRUE,12,Concur Travel,"Palmer, Nylah",3/13/2013,JFEPPJ,Default Travel Class,1.67E+11,"1,840","1,840",OA Consulting
4/1/2013,United,Sabre,PalmerN,2.1-4 wks,3/10/2013,205.8,FALSE,FALSE,19,Concur Travel,"Palmer, Nylah",3/15/2013,LTRXHU,Default Travel Class,1.67E+11,399,193,OA Consulting
6/9/2013,United,Sabre,PalmerN,2.1-4 wks,5/12/2013,0,TRUE,FALSE,24,Concur Travel,"Palmer, Nylah",5/16/2013,CTIWKX,Default Travel Class,1.67E+11,"2,100","2,100",OA Consulting
10/22/2013,American Airlines,Sabre,PalmerN,< Threshold,10/13/2013,0,TRUE,TRUE,7,Concur Travel,"Palmer, Nylah",10/15/2013,JTXOBM,Default Travel Class,17312621235,746,746,OA Consulting
10/6/2013,Alaska Airlines,Sabre,WilkersonK,4-6 wks,8/25/2013,0,TRUE,FALSE,37,Concur Travel,"Wilkerson, Kali",8/30/2013,OOEDXB,Default Travel Class,2.77E+11,428,428,OA Consulting
,Alaska Airlines,Sabre,WilkersonK,4-6 wks,10/6/2013,0,TRUE,FALSE,37,Concur Travel,"Wilkerson, Kali",10/6/2013,OOEDXB,Default Travel Class,2.72E+11,0,0,OA Consulting
8/2/2013,Delta,Sabre,EllisK,4-6 wks,6/23/2013,0,TRUE,FALSE,36,Concur Travel,"Ellis, Kendall",6/27/2013,IHIRLV,Default Travel Class,67288983578,"1,596","1,596",OA Consulting
7/21/2013,EVA Airways,Sabre,EllisK,2.1-4 wks,6/23/2013,0,TRUE,FALSE,24,Concur Travel,"Ellis, Kendall",6/27/2013,IHIRLV,Default Travel Class,6.96E+12,0,0,OA Consulting
1/21/2013,Lufthansa,Sabre,PeckR,< Threshold,1/6/2013,0,TRUE,TRUE,10,Concur Travel,"Peck, Randall",1/12/2013,PMNTWS,Default Travel Class,2.21E+12,641,641,OA Consulting
3/17/2013,SWISS,Sabre,PeckR,< Threshold,3/3/2013,0,TRUE,TRUE,12,Concur Travel,"Peck, Randall",3/5/2013,NYTHVE,Default Travel Class,7.25E+12,614,614,OA Consulting
5/20/2013,TAP Portugal,Sabre,PeckR,< Threshold,5/12/2013,0,TRUE,TRUE,6,Concur Travel,"Peck, Randall",5/14/2013,BNAJHE,Default Travel Class,4.77E+11,380,380,OA Consulting
7/16/2013,SWISS,Sabre,PeckR,< Threshold,7/7/2013,0,TRUE,TRUE,6,Concur Travel,"Peck, Randall",7/10/2013,JTKUTD,Default Travel Class,7.25E+12,396,396,OA Consulting
9/10/2013,Air Berlin,Sabre,PeckR,< Threshold,9/1/2013,0,TRUE,TRUE,8,Concur Travel,"Peck, Randall",9/2/2013,NMPJFN,Default Travel Class,7.46E+12,305,305,OA Consulting
10/2/2013,SWISS,Sabre,PeckR,< Threshold,9/22/2013,0,TRUE,TRUE,5,Concur Travel,"Peck, Randall",9/27/2013,QXBVYM,Default Travel Class,7.25E+12,511,511,OA Consulting
10/9/2013,Lufthansa,Sabre,PeckR,< Threshold,9/22/2013,0,TRUE,TRUE,12,Concur Travel,"Peck, Randall",9/27/2013,YBKGER,Default Travel Class,2.21E+12,510,510,OA Consulting
12/6/2013,Lufthansa,Sabre,PeckR,2.1-4 wks,11/17/2013,0,TRUE,FALSE,15,Concur Travel,"Peck, Randall",11/21/2013,RGRVOP,Default Travel Class,2.21E+12,530,530,OA Consulting
12/2/2013,Iberia,Sabre,PeckR,< Threshold,11/24/2013,0,TRUE,TRUE,7,Concur Travel,"Peck, Randall",11/25/2013,XFKZTV,Default Travel Class,7.57E+11,571,571,OA Consulting
10/3/2013,United,Sabre,GilmoreH,< Threshold,9/29/2013,0,TRUE,TRUE,2,Concur Travel,"Gilmore, Haley",10/1/2013,ONDNRL,Default Travel Class,1.67E+11,0,0,OA Consulting
10/23/2013,American Airlines,Sabre,GilmoreH,< Threshold,10/13/2013,0,TRUE,TRUE,13,Concur Travel,"Gilmore, Haley",10/18/2013,NJRCFC,Default Travel Class,17313415921,"1,228","1,228",OA Consulting
11/1/2013,Alaska Seaplane,Sabre,GilmoreH,< Threshold,10/27/2013,0,TRUE,TRUE,2,Concur Travel,"Gilmore, Haley",10/30/2013,DHQENR,Default Travel Class,1.28E+12,264,264,OA Consulting
,Alaska Seaplane,Sabre,GilmoreH,< Threshold,11/3/2013,0,TRUE,TRUE,8,Concur Travel,"Gilmore, Haley",11/6/2013,KODHJA,,1.28E+12,0,0,OA Consulting
11/12/2013,Alaska Seaplane,Sabre,GilmoreH,< Threshold,11/3/2013,0,TRUE,TRUE,6,Concur Travel,"Gilmore, Haley",11/6/2013,VFYULG,Default Travel Class,1.28E+12,201,201,OA Consulting
7/8/2013,United,Sabre,SpearsF,6-8 wks,5/19/2013,0,TRUE,FALSE,48,Concur Travel,"Spears, Franklin",5/21/2013,HVUFCF,Default Travel Class,1.67E+11,585,585,OA Consulting
6/2/2013,British Airways,Sabre,MillsV,< Threshold,5/19/2013,0,TRUE,TRUE,13,Concur Travel,"Mills, Virginia",5/20/2013,EBWRYW,Default Travel Class,1.26E+12,"1,875","1,875",OA Consulting
10/2/2013,British Airways,Sabre,AdamsS,< Threshold,9/22/2013,0,TRUE,TRUE,6,Concur Travel,"Adams, Saniyah",9/26/2013,GOWNHK,Default Travel Class,1.26E+12,455,455,OA Consulting
10/23/2013,Finnair,Sabre,AdamsS,< Threshold,10/13/2013,0,TRUE,TRUE,8,Concur Travel,"Adams, Saniyah",10/15/2013,OZEEEX,Default Travel Class,1.06E+12,308,308,OA Consulting
10/23/2013,Delta,Sabre,DeanE,< Threshold,10/6/2013,0,TRUE,TRUE,14,Concur Travel,"Dean, Elianna",10/9/2013,PQCIIW,Default Travel Class,67311732364,280,280,OA Consulting
11/3/2013,British Airways,Sabre,DeanE,2.1-4 wks,10/13/2013,0,TRUE,FALSE,17,Concur Travel,"Dean, Elianna",10/17/2013,SCZSBX,Default Travel Class,1.26E+12,"1,074","1,074",OA Consulting
4/30/2013,Virgin Australia,Sabre,HullB,< Threshold,4/21/2013,0,TRUE,TRUE,7,Concur Travel,"Hull, Bethany",4/23/2013,HIKEST,Default Travel Class,7.96E+12,250,250,OA Consulting
7/6/2013,Virgin Australia,Sabre,HullB,8-10 wks,5/5/2013,0,TRUE,FALSE,58,Concur Travel,"Hull, Bethany",5/9/2013,YQQQJJ,Default Travel Class,7.96E+12,"2,840","2,840",OA Consulting
6/6/2013,Qantas Airways,Sabre,HullB,< Threshold,6/2/2013,0,TRUE,TRUE,3,Concur Travel,"Hull, Bethany",6/3/2013,MPTXLG,Default Travel Class,8.17E+11,576,576,OA Consulting
7/17/2013,Qantas Airways,Sabre,HullB,< Threshold,7/7/2013,0,TRUE,TRUE,4,Concur Travel,"Hull, Bethany",7/13/2013,CEGTMH,Default Travel Class,8.17E+11,548,548,OA Consulting
8/7/2013,Virgin Australia,Sabre,HullB,< Threshold,8/4/2013,0,TRUE,TRUE,2,Concur Travel,"Hull, Bethany",8/5/2013,ECMKFU,Default Travel Class,7.96E+12,254,254,OA Consulting
10/21/2013,Qantas Airways,Sabre,HullB,< Threshold,10/6/2013,0,TRUE,TRUE,13,Concur Travel,"Hull, Bethany",10/8/2013,HXBNOR,Default Travel Class,8.17E+11,925,925,OA Consulting
11/14/2013,Virgin Australia,Sabre,HullB,< Threshold,11/10/2013,0,TRUE,TRUE,4,Concur Travel,"Hull, Bethany",11/10/2013,WXJUCR,Default Travel Class,7.96E+12,363,363,OA Consulting
1/19/2013,British Airways,Sabre,MortonS,< Threshold,1/6/2013,0,TRUE,TRUE,10,Concur Travel,"Morton, Sasha",1/9/2013,HSNLXX,Default Travel Class,1.26E+12,"1,013","1,013",OA Consulting
2/14/2013,British Airways,Sabre,MortonS,< Threshold,1/27/2013,0,TRUE,TRUE,12,Concur Travel,"Morton, Sasha",2/2/2013,KZLRIR,Default Travel Class,1.26E+12,"1,416","1,416",OA Consulting
3/12/2013,Aer Lingus,Sabre,BrayN,< Threshold,3/3/2013,0,TRUE,TRUE,7,Concur Travel,"Bray, Nayeli",3/5/2013,LNIDVX,Default Travel Class,5.37E+11,444,444,OA Consulting
4/9/2013,SAS,Sabre,BrayN,< Threshold,3/31/2013,0,TRUE,TRUE,6,Concur Travel,"Bray, Nayeli",4/3/2013,HTSKHD,Default Travel Class,1.18E+12,573,573,OA Consulting
5/9/2013,Aer Lingus,Sabre,BrayN,< Threshold,4/28/2013,0,TRUE,TRUE,8,Concur Travel,"Bray, Nayeli",5/1/2013,EFRNXE,Default Travel Class,5.37E+11,783,783,OA Consulting
12/17/2013,British Airways,Sabre,BrayN,< Threshold,12/8/2013,0,TRUE,TRUE,4,Concur Travel,"Bray, Nayeli",12/13/2013,UQPRSZ,Default Travel Class,1.26E+12,142,142,OA Consulting
7/9/2013,Delta,Sabre,AndersonM,8-10 wks,5/12/2013,0,TRUE,FALSE,57,Concur Travel,"Anderson, Manuel",5/13/2013,PSOGJX,Default Travel Class,67227640196,924,924,OA Consulting
2/23/2013,Delta,Sabre,BoyerM,< Threshold,2/10/2013,0,TRUE,TRUE,11,Concur Travel,"Boyer, Megan",2/12/2013,NSKSUV,Default Travel Class,67205496390,"1,723","1,723",OA Consulting
,Alaska Airlines,Sabre,AcevedoE,4-6 wks,1/6/2013,0,TRUE,FALSE,33,Concur Travel,"Acevedo, Ethan",1/6/2013,CYTFTX,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,AcevedoE,4-6 wks,1/6/2013,0,TRUE,FALSE,33,Concur Travel,"Acevedo, Ethan",1/11/2013,CYTFTX,Default Travel Class,2.72E+11,0,0,OA Consulting
7/7/2013,US Airways,Sabre,TurnerK,< Threshold,6/30/2013,0,TRUE,TRUE,4,Concur Travel,"Turner, Kane",7/3/2013,ARLGXK,Default Travel Class,3.77E+11,400,400,OA Consulting
10/20/2013,Alaska Airlines,Sabre,PenningtonL,2.1-4 wks,9/29/2013,0,TRUE,FALSE,17,Concur Travel,"Pennington, Lisa",10/3/2013,UVTZFB,Default Travel Class,2.77E+11,478,478,OA Consulting
1/23/2013,US Airways,Sabre,YoderL,< Threshold,1/13/2013,0,TRUE,TRUE,6,Concur Travel,"Yoder, Leslie",1/17/2013,GSDEZP,Default Travel Class,3.77E+11,618,618,OA Consulting
3/17/2013,Delta,Sabre,SinghN,2.1-4 wks,2/24/2013,0,TRUE,FALSE,17,Concur Travel,"Singh, Nathaly",2/28/2013,AHSYVA,Default Travel Class,67210044012,702,702,OA Consulting
4/27/2013,United,Sabre,SinghN,< Threshold,4/14/2013,0,TRUE,TRUE,9,Concur Travel,"Singh, Nathaly",4/18/2013,PAWCTB,Default Travel Class,1.67E+11,305,305,OA Consulting
10/5/2013,Delta,Sabre,SinghN,< Threshold,9/22/2013,0,TRUE,TRUE,10,Concur Travel,"Singh, Nathaly",9/25/2013,EQCPQF,Default Travel Class,67308388396,552,552,OA Consulting
,Southwest,Sabre,BuckS,< Threshold,4/7/2013,0,TRUE,TRUE,14,Concur Travel,"Buck, Savannah",4/10/2013,ZJNZWQ,Default Travel Class,5.27E+12,0,0,OA Consulting
,Southwest,Sabre,BuckS,< Threshold,4/7/2013,0,TRUE,TRUE,14,Concur Travel,"Buck, Savannah",4/10/2013,ZJNZWQ,Default Travel Class,5.26E+12,0,0,OA Consulting
7/7/2013,American Airlines,Sabre,BuckS,6-8 wks,5/12/2013,0,TRUE,FALSE,55,Concur Travel,"Buck, Savannah",5/13/2013,ZCCAXJ,Default Travel Class,17227640162,520,520,OA Consulting
9/26/2013,American Airlines,Sabre,BuckS,2.1-4 wks,9/8/2013,0,TRUE,FALSE,16,Concur Travel,"Buck, Savannah",9/10/2013,DZOHCF,Default Travel Class,17304979088,268,268,OA Consulting
4/29/2013,British Airways,Sabre,MeyerA,2.1-4 wks,3/31/2013,0,TRUE,FALSE,24,Concur Travel,"Meyer, Adonis",4/5/2013,FEUGJR,Default Travel Class,1.26E+12,104,104,OA Consulting
5/31/2013,Aer Lingus,Sabre,MeyerA,6-8 wks,4/14/2013,0,TRUE,FALSE,44,Concur Travel,"Meyer, Adonis",4/17/2013,CNFEOC,,5.37E+11,230,230,OA Consulting
5/31/2013,Aer Lingus,Sabre,MeyerA,6-8 wks,4/14/2013,0,TRUE,FALSE,44,Concur Travel,"Meyer, Adonis",4/17/2013,CNFEOC,,5.37E+11,230,230,OA Consulting
5/1/2013,British Airways,Sabre,MeyerA,< Threshold,4/14/2013,0,TRUE,TRUE,14,Concur Travel,"Meyer, Adonis",4/17/2013,CNFEOC,,1.26E+12,"2,635","2,635",OA Consulting
5/1/2013,British Airways,Sabre,MeyerA,< Threshold,4/14/2013,0,TRUE,TRUE,14,Concur Travel,"Meyer, Adonis",4/17/2013,CNFEOC,,1.26E+12,"2,635","2,635",OA Consulting
9/10/2013,British Airways,Sabre,MeyerA,< Threshold,9/1/2013,0,TRUE,TRUE,6,Concur Travel,"Meyer, Adonis",9/4/2013,GFIHMT,Default Travel Class,1.26E+12,292,292,OA Consulting
9/23/2013,British Airways,Sabre,MeyerA,2.1-4 wks,9/1/2013,0,TRUE,FALSE,19,Concur Travel,"Meyer, Adonis",9/4/2013,FHEQYQ,Default Travel Class,1.26E+12,276,276,OA Consulting
10/5/2013,American Airlines,Sabre,MeyerA,6-8 wks,9/15/2013,753.4,FALSE,FALSE,44,Concur Travel,"Meyer, Adonis",9/19/2013,JXIDUJ,Default Travel Class,17306970933,993,240,OA Consulting
2/19/2013,Alaska Airlines,Sabre,BrandtT,4-6 wks,1/13/2013,0,TRUE,FALSE,35,Concur Travel,"Brandt, Tyrell",1/15/2013,PVNQZJ,Default Travel Class,2.77E+11,185,185,OA Consulting
6/7/2013,British Airways,Sabre,CooleyJ,10-12 wks,3/17/2013,0,TRUE,FALSE,77,Concur Travel,"Cooley, Jacqueline",3/22/2013,ZFSCBD,Default Travel Class,1.26E+12,"1,874","1,874",OA Consulting
2/27/2013,Aeromexico,Sabre,CarrT,< Threshold,2/17/2013,0,TRUE,TRUE,7,Concur Travel,"Carr, Trystan",2/21/2013,JWWCYZ,Default Travel Class,1.40E+12,0,0,OA Consulting
4/30/2013,,Sabre,HartS,< Threshold,4/28/2013,0,TRUE,TRUE,2,Concur Travel,"Hart, Sonia",4/28/2013,JLCZZO,Default Travel Class,4.52E+12,"1,397","1,397",OA Consulting
7/8/2013,Alaska Airlines,Sabre,HartS,6-8 wks,5/12/2013,0,TRUE,FALSE,55,Concur Travel,"Hart, Sonia",5/14/2013,ANQXWR,Default Travel Class,2.77E+11,661,661,OA Consulting
3/3/2013,United,Sabre,KaufmanL,2.1-4 wks,2/3/2013,0,TRUE,FALSE,26,Concur Travel,"Kaufman, Lydia",2/5/2013,EAFZSZ,Default Travel Class,1.67E+11,353,353,OA Consulting
11/3/2013,US Airways,Sabre,FrenchA,< Threshold,10/27/2013,0,TRUE,TRUE,7,Concur Travel,"French, Angelique",10/27/2013,DZDKDR,Default Travel Class,3.77E+11,406,406,OA Consulting
5/22/2013,British Airways,Sabre,HughesA,2.1-4 wks,5/5/2013,0,TRUE,FALSE,15,Concur Travel,"Hughes, Andrew",5/7/2013,GFHANR,Default Travel Class,1.26E+12,398,398,OA Consulting
6/4/2013,British Airways,Sabre,HughesA,< Threshold,6/2/2013,0,TRUE,TRUE,1,Concur Travel,"Hughes, Andrew",6/3/2013,ZKLDTT,Default Travel Class,1.26E+12,913,913,OA Consulting
,Alaska Airlines,Sabre,DavisL,4-6 wks,1/6/2013,0,TRUE,FALSE,37,Concur Travel,"Davis, Lillie",1/6/2013,OMZBHQ,Default Travel Class,2.72E+11,0,0,OA Consulting
7/8/2013,Alaska Airlines,Sabre,PorterP,6-8 wks,5/12/2013,0,TRUE,FALSE,56,Concur Travel,"Porter, Penelope",5/13/2013,BTUXEG,Default Travel Class,2.77E+11,502,502,OA Consulting
,Alaska Airlines,Sabre,PorterP,6-8 wks,7/7/2013,0,TRUE,FALSE,56,Concur Travel,"Porter, Penelope",7/8/2013,BTUXEG,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,PorterP,6-8 wks,7/7/2013,0,TRUE,FALSE,56,Concur Travel,"Porter, Penelope",7/13/2013,BTUXEG,Default Travel Class,2.72E+11,0,0,OA Consulting
6/24/2013,Delta,Sabre,BranchD,2.1-4 wks,6/2/2013,0,TRUE,FALSE,18,Concur Travel,"Branch, Davin",6/6/2013,CEVPEZ,Default Travel Class,67233067234,213,213,OA Consulting
11/18/2013,American Airlines,Sabre,BranchD,6-8 wks,9/22/2013,0,TRUE,FALSE,55,Concur Travel,"Branch, Davin",9/24/2013,BTEHQA,Default Travel Class,17308388363,198,198,OA Consulting
,Alaska Airlines,Sabre,BranchD,6-8 wks,11/17/2013,0,TRUE,FALSE,55,Concur Travel,"Branch, Davin",11/18/2013,BTEHQA,Default Travel Class,2.72E+11,0,0,OA Consulting
2/18/2013,United,Sabre,CarlsonT,< Threshold,2/3/2013,0,TRUE,TRUE,11,Concur Travel,"Carlson, Tabitha",2/7/2013,DNHRJM,Default Travel Class,1.67E+11,364,364,OA Consulting
,Southwest,Sabre,DayM,2.1-4 wks,1/27/2013,0,TRUE,FALSE,24,Concur Travel,"Day, Mya",2/1/2013,MJGKTF,,5.26E+12,0,0,OA Consulting
,Southwest,Sabre,DayM,2.1-4 wks,1/27/2013,0,TRUE,FALSE,24,Concur Travel,"Day, Mya",2/1/2013,MJGKTF,,5.26E+12,0,0,OA Consulting
3/8/2013,American Airlines,Sabre,DayM,4-6 wks,1/27/2013,0,TRUE,FALSE,36,Concur Travel,"Day, Mya",2/1/2013,DMBOEY,,17202265168,421,421,OA Consulting
3/8/2013,American Airlines,Sabre,DayM,4-6 wks,1/27/2013,0,TRUE,FALSE,36,Concur Travel,"Day, Mya",2/1/2013,DMBOEY,,17202265168,421,421,OA Consulting
4/25/2013,US Airways,Sabre,DayM,< Threshold,4/7/2013,0,TRUE,TRUE,13,Concur Travel,"Day, Mya",4/12/2013,CCTFVU,Default Travel Class,3.77E+11,629,629,OA Consulting
7/8/2013,Southwest,Southwest,DayM,6-8 wks,5/12/2013,0,TRUE,FALSE,52,Concur Travel,"Day, Mya",5/17/2013,LFTXTG,Default Travel Class,5.26E+12,539,539,OA Consulting
11/4/2013,US Airways,Sabre,DayM,2.1-4 wks,10/13/2013,0,TRUE,FALSE,21,Concur Travel,"Day, Mya",10/14/2013,NNOKQK,Default Travel Class,3.77E+11,637,637,OA Consulting
2/7/2013,Alaska Airlines,Sabre,CastanedaC,2.1-4 wks,1/6/2013,0,TRUE,FALSE,28,Concur Travel,"Castaneda, Carina",1/10/2013,ZMKJMU,VIP,2.77E+11,824,824,OA Consulting
2/27/2013,Alaska Airlines,Sabre,CastanedaC,4-6 wks,1/27/2013,823.8,FALSE,FALSE,33,Concur Travel,"Castaneda, Carina",1/29/2013,IPRRUX,VIP,2.77E+11,850,26,OA Consulting
,Alaska Airlines,Sabre,PittmanO,< Threshold,3/10/2013,0,TRUE,TRUE,13,Concur Travel,"Pittman, Orlando",3/12/2013,GZSAYH,VIP,2.72E+11,0,0,OA Consulting
4/24/2013,Alaska Airlines,Sabre,PittmanO,< Threshold,4/7/2013,0,TRUE,TRUE,13,Concur Travel,"Pittman, Orlando",4/11/2013,JOIYQK,VIP,2.77E+11,886,886,OA Consulting
11/18/2013,Alaska Airlines,Sabre,PittmanO,6-8 wks,9/22/2013,0,TRUE,FALSE,54,Concur Travel,"Pittman, Orlando",9/25/2013,KZCYCH,VIP,2.77E+11,896,896,OA Consulting
,Alaska Airlines,Sabre,PittmanO,10-12 wks,10/13/2013,0,TRUE,FALSE,74,Concur Travel,"Pittman, Orlando",10/18/2013,HHZJPW,VIP,2.72E+11,0,0,OA Consulting
3/6/2013,Alaska Airlines,Sabre,HuynhJ,2.1-4 wks,2/3/2013,0,TRUE,FALSE,28,Concur Travel,"Huynh, Jon",2/6/2013,CVHCKA,Default Travel Class,2.77E+11,166,166,OA Consulting
5/5/2013,Alaska Airlines,Sabre,CruzZ,4-6 wks,3/24/2013,0,TRUE,FALSE,40,Concur Travel,"Cruz, Zachary",3/26/2013,EAYTPJ,Default Travel Class,2.77E+11,317,317,OA Consulting
5/8/2013,American Airlines,Sabre,CruzZ,< Threshold,4/28/2013,0,TRUE,TRUE,7,Concur Travel,"Cruz, Zachary",5/1/2013,KXQIUG,Default Travel Class,17225126851,387,387,OA Consulting
8/13/2013,Alaska Airlines,Sabre,VangJ,< Threshold,8/4/2013,0,TRUE,TRUE,7,Concur Travel,"Vang, Julio",8/6/2013,FHNGWU,Default Travel Class,2.77E+11,492,492,OA Consulting
2/21/2013,Alaska Airlines,Sabre,DennisS,< Threshold,2/3/2013,0,TRUE,TRUE,13,Concur Travel,"Dennis, Shyann",2/8/2013,MTWVFS,Default Travel Class,2.77E+11,263,263,OA Consulting
10/1/2013,Alaska Airlines,Sabre,GallegosD,< Threshold,9/22/2013,322.8,FALSE,TRUE,4,Concur Travel,"Gallegos, Donna",9/27/2013,LKVYVP,Default Travel Class,2.77E+11,398,75,OA Consulting
4/2/2013,Southwest,Southwest,MuellerA,2.1-4 wks,3/10/2013,0,TRUE,FALSE,20,Concur Travel,"Mueller, Aimee",3/13/2013,YUUMCW,Default Travel Class,5.26E+12,242,242,OA Consulting
4/4/2013,Alaska Airlines,Sabre,MuellerA,< Threshold,3/24/2013,0,TRUE,TRUE,8,Concur Travel,"Mueller, Aimee",3/27/2013,YVBLYS,Default Travel Class,2.77E+11,453,453,OA Consulting
4/23/2013,Alaska Airlines,Sabre,MuellerA,< Threshold,4/14/2013,0,TRUE,TRUE,5,Concur Travel,"Mueller, Aimee",4/18/2013,PCXNOD,Default Travel Class,2.77E+11,506,506,OA Consulting
6/30/2013,Alaska Airlines,Sabre,MuellerA,2.1-4 wks,6/9/2013,138.8,FALSE,FALSE,25,Concur Travel,"Mueller, Aimee",6/12/2013,LFZJOE,Default Travel Class,2.77E+11,247,108,OA Consulting
7/30/2013,Alaska Airlines,Sabre,MuellerA,2.1-4 wks,7/7/2013,0,TRUE,FALSE,18,Concur Travel,"Mueller, Aimee",7/12/2013,GNZOQA,Default Travel Class,2.77E+11,204,204,OA Consulting
5/28/2013,Virgin America,Sabre,JarvisM,< Threshold,5/19/2013,0,TRUE,TRUE,8,Concur Travel,"Jarvis, Mckayla",5/20/2013,GLISRJ,Default Travel Class,9.85E+12,413,413,OA Consulting
7/8/2013,Virgin America,Sabre,JarvisM,4-6 wks,5/26/2013,0,TRUE,FALSE,38,Concur Travel,"Jarvis, Mckayla",5/31/2013,DTVHZF,Default Travel Class,9.85E+12,277,277,OA Consulting
11/19/2013,Southwest,Southwest,JarvisM,< Threshold,11/10/2013,0,TRUE,TRUE,8,Concur Travel,"Jarvis, Mckayla",11/11/2013,HYKOZC,Default Travel Class,5.26E+12,286,286,OA Consulting
2/3/2013,Virgin America,Sabre,CarneyN,2.1-4 wks,1/6/2013,0,TRUE,FALSE,23,Concur Travel,"Carney, Nigel",1/11/2013,ZQBGJM,Default Travel Class,9.85E+12,214,214,OA Consulting
4/3/2013,Southwest,Southwest,CarneyN,2.1-4 wks,3/3/2013,0,TRUE,FALSE,28,Concur Travel,"Carney, Nigel",3/6/2013,CHOJCH,Default Travel Class,5.26E+12,200,200,OA Consulting
7/8/2013,Southwest,Southwest,MontesM,4-6 wks,6/2/2013,0,TRUE,FALSE,34,Concur Travel,"Montes, Makenna",6/4/2013,ZRTMHD,Default Travel Class,5.26E+12,268,268,OA Consulting
8/18/2013,United,Sabre,GuerreroM,< Threshold,8/11/2013,0,TRUE,TRUE,5,Concur Travel,"Guerrero, Marques",8/13/2013,DDVLWM,Default Travel Class,1.67E+11,0,0,OA Consulting
4/23/2013,Delta,Sabre,FrazierF,< Threshold,4/7/2013,0,TRUE,TRUE,11,Concur Travel,"Frazier, Francis",4/12/2013,FHJNDA,Default Travel Class,67220412441,199,199,OA Consulting
7/29/2013,British Airways,Sabre,FlynnR,2.1-4 wks,6/30/2013,0,TRUE,FALSE,26,Concur Travel,"Flynn, Rowan",7/3/2013,LWZDUR,Default Travel Class,1.26E+12,"1,968","1,968",OA Consulting
6/15/2013,Delta,Sabre,BlairD,< Threshold,6/9/2013,0,TRUE,TRUE,0,Concur Travel,"Blair, Dahlia",6/15/2013,LNWFIC,Default Travel Class,67285478590,395,395,OA Consulting
1/22/2013,American Airlines,Sabre,LunaA,< Threshold,1/13/2013,0,TRUE,TRUE,5,Concur Travel,"Luna, Areli",1/17/2013,KJXLSR,Default Travel Class,17199007433,342,342,OA Consulting
3/19/2013,Alaska Airlines,Sabre,VillegasD,< Threshold,3/3/2013,0,TRUE,TRUE,14,Concur Travel,"Villegas, Davian",3/5/2013,GUUHDV,Default Travel Class,2.77E+11,379,379,OA Consulting
,Alaska Airlines,Sabre,VillegasD,< Threshold,3/17/2013,0,TRUE,TRUE,14,Concur Travel,"Villegas, Davian",3/19/2013,GUUHDV,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,VillegasD,< Threshold,3/24/2013,0,TRUE,TRUE,14,Concur Travel,"Villegas, Davian",3/29/2013,GUUHDV,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,VillegasD,< Threshold,3/24/2013,0,TRUE,TRUE,14,Concur Travel,"Villegas, Davian",3/29/2013,GUUHDV,Default Travel Class,2.72E+11,0,0,OA Consulting
